"judul_elex","sinopsis_elex"
"pandora hearts","Sosok bernama Oz Vessalius terkuak di Pandora yang sudah diambil-alih oleh Baskerville dan Reo . Oz telah kehilangan segalanya dalam tragedi yang kejam dan tidak terduga. Dan ternyata nasibnya itu ditentukan berdasarkan dongeng lucu yang dikarang oleh seorang pria. Bagaikan sebuah kotak terlarang yang telah terbuka..."
"parasyte","Tiba-tiba saja parasit mengerikan pemakan otak manusia bermunculan di seluruh dunia . Makhluk parasit tersebut berwujud sama seperti manusia sehingga tak bisa dibedakan dengan manusia biasa. Shinichi Izumi adalah seorang siswa SMA yang selamat dari serangan awal parasit itu, namun kehilangan tangan kanannya. Mampukah Shinichi hidup di dunia penuh makhluk parasit tersebut?"
"peace maker","Hope Emerson, pria misterius yang tiba-tiba muncul di dunia duel, dunia di mana hidup dan mati ditentukan kecepatan . Dengan berbekal peace maker yang diwarisi dari ayahnya dan teknik draw-nya yang luar biasa, dia memulai petualangannya untuk mencari kakaknya! Di kota yang didatangi Hope, muncullah Crimson Executor, sebuah organisasi kejam, yang mencari seorang gadis cilik. Hope yang terdesak pun tak punya pilihan selain menembakkan peace maker yang selama ini tak dipakainya..."
"perfect girl evolution","Serial komik panjang legendaris tentang Sunako si cewek horor dan cowok-cowok cantik yang memancarkan aura bersinar mencapai akhirnya di jilid ini!! Berawal dari pesta Halloween, festival SMA Mori, hingga akhirnya cinta Sunako dan Kyouhei di kapal pesiar mewah. Lalu, akhirnya Sunako menjadi gadis sempurna yang sesungguhnya. Benar atau tidak, silakan pastikan dengan mata kalian sendirii!!"
"petualangan keluarga eko dan nomi","Petualangan Keluarga Eko & Nomi menceritakan kehidupan sehari-hari keluarga Eko & Nomi yang cermat dan ceria . Nenek yang ditakuti seluruh keluarga dan jago menghemat, Bu Laras jago nawar dan rajin bekerja, Pak Sehat yang bijak dan sabar, Paman Untung yang selalu kena tegur nenek, serta Eko dan Nomi, kakak beradik yang punya banyak cerita seru dalam kesehariannya, Eko yang usil dan kritis, Nomi yang pandai dan seperti ibu, seperti apa keseruan mereka? Yuk baca Petualangan Keluarga Eko & Nomi jilid 1."
"petualangan sinbad","Seorang pemuda lahir di negara militer Parthevia yang diberi nama Sinbad . Simak kisah petualangannya yang penuh keajaiban sihir dan di masa depan menjadi raja yang dijuluki Penguasa Tujuh Samudra!! Cerita pendahulu Magi, komik yang sangat populer, pun dimulai!!"
"phantom of battleship yamato","Kurusu Uehara adalah seorang pemuda biasa yang belum menentukan masa depannya . Suatu hari, saat mengikuti ayahnya, seorang sutradara acara televisi, untuk membuat film dokumenter berlatar belakang kapal perang Yamato, Kurusu tiba-tiba pingsan. Hal itu membuatnya terbawa ke masa lalu di mana kapal perang Yamato masih berlayar dengan gagah pada Perang Dunia II. Dengan bantuan Kaiba, seorang kelasi satu di kapal perang Yamato, dimulailah game perang dengan menggunakan Yamato!!"
"piano hutan","Hari penentuan telah tiba . Para kontestan pun memainkan permainan terakhir mereka dengan segenap kemampuan. Pang Wei yang bertemu Ajino tepat sebelum gilirannya bermain dimulai, tampil dengan sangat gemilang di hadapan penonton. Tapi, pada saat giliran Kai tampil, hal tak terduga tiba-tiba terjadi!! Berhasilkah rencana Ajino untuk memperkenalkan Kai Ichinose kepada dunia melalui permainan pianonya!?"
"please love me","Setelah perusahaan tempatnya bekerja bangkrut, Michiko Shibata (29) tidak punya penghasilan . Dalam kondisi yang seperti itu, Michiko terus memberikan hadiah yang cukup mahal kepada mahasiswa kenalannya. Kegagalan Michiko mencari pekerjaan baru membuat uang tabungannya habis terkuras, dan kini hanya menyisakan 15 yen. Di saat-saat seperti itu, Michiko bertemu kembali dengan mantan atasannya yang sangat ditakuti sekaligus dibencinya, Kurosawa. Apakah pria itu akan menjadi iblis atau malaikat penolong!? Lalu bagaimana kehidupan Michiko selanjutnya!?"
"polyphonica eternal white","Di benua Polyphonica, manusia dan peri hidup bersama . Peri membantu manusia, dan manusia memberikan lagu sebagai kekuatan untuk mereka. Snow Drop adalah gadis pelayan Primrose, putri keluarga Granard. Saat nonanya terpilih untuk pergi ke sekolah khusus Dantist, pemain musik untuk peri, dia juga dipilih secara khusus oleh Blanca, seorang peri yang sepertinya hebat, padahal Snow sendiri tak bisa bermain musik."
"popcorn","Nakki yang bercita-cita menjadi guru, praktik mengajar di sekolah khusus putra . Di sekolah itu, Nakki menentang kekerasan yang dilakukan oleh ketua geng, Bando, dan teman-temannya, ia akhirnya harus menghadapi hari penentuan! Apa yang dialami Nakki sendirian di dalam gedung olahraga tertutup dan dikelilingi oleh gerombolan anak nakal!? Sementara itu, Tamura akhirnya melamar Mai. Mai yang selama ini menyukai Tamura, tak bisa menahan airmatanya. Inilah kisah geng anak badung setelah kepergian Okita!!"
"power bible","Power Bible 1 - Kitab Kejadian Setelah menciptakan dunia dari kegelapan, TUHAN Allah menciptakan manusia .Karena kasihan manusia itu hidup sendirian, Allah menjadikan penolong baginya, yang sepadan dengannya. Tetapi manusia pertama, Adam dan Hawa diusir dari taman Eden sebab tidak mematuhi peraturan yang telah ditetapkan-Nya, dan jatuh ke dalam dosa. Kain pembunuh pertama dan Habel dibunuh, Nuh seorang baik dan budiman yang membuat sebuah bahtera untuk persiapan banjir besar, Abraham yang menjadi leluhur bangsa Israel, Ishak yang hampir disembelih, Yakub yang bergumul dengan Allah, Yusuf yang menjadi perdana menteri Mesir Silakan ketemu tokoh-tokoh didalam Kejadian yang menarik dan bijaksana, dengan komik yang berasa seperti sebenarnya. Dikemas dalam bentuk komik, berwarna, sehingga memudahkan anak-anak memahami isi Kitab Suci"
"predator","Beberapa orang tiba-tiba mendapati dirinya di sebuah ruangan yang berbeda dengan tempat mereka berada sebelumnya . Ada beberapa gua yang kemungkinan pintu keluar tapi tak seorang pun tahu pasti. Belakangan baru diketahui, mereka telah memasuki sarang predator di mana sang predator yang tidak diketahui wujudnya akan memangsa mereka sampai kenyang dan hanya menyisakan seorang untuk pulang hidup-hidup"
"prince and hero","Hana Katsuhira, 16 tahun, seorang gadis sederhana yang baru pindah ke Tokyo, begitu terpana ketika melihat sekolah barunya mirip sebuah kastil indah, dan murid-murid yang luar biasa keren! Hidup baru yang benar-benar di luar dugaan! Lalu, bertemu cowok ganteng bak seorang pangeran, bernama Ouji . (Ouji dalam bahasa Jepang, berarti pangeran. Hoo, cocok betul!) Satu lagi... Suatu hari Hana sempat berkenalan dengan Hiro Takara, cowok ini dijuluki hero. Seorang pahlawan sekolah yang selalu juara di bidang atletik! Ouji dan Hiro, keduanya sama-sama populer dan menjadi idola sekolah, dan tiba-tiba Hana berada di antara keduanya!"
"princess resurrection","Kasus-kasus arwah penasaran akhirnya mencapai puncaknya . Jumlah yang tak terhitung ini semua dijadikan kutukan untuk membunuh Hime dengan sebuah lagu yang istimewa."
"prizona6","Enam gadis terdampar di pulau tanpa nama yang misterius ... Anehnya, mereka bahkan tak ingat nama, cara mereka tiba di pulau, serta kehidupan yang mereka jalani sebelumnya. Mereka akhirnya memakai nama panggilan yang diambil dari angka 1 sampai 7 dan menjalani hari-hari dengan santai. Tapi, suatu hari, No. 6 yang pantang menyerah dan terus berjuang untuk keluar pulau melihat cahaya berkedip-kedip seperti kode morse dari dalam hutan! Apa yang sebenarnya terjadi!? Siapakah pengirimnya!?"
"psychometrer","Terjadi kasus pembunuhan berantai aneh di mana korban dibentuk aneh dan tubuhnya diwarnai! Shima meminta tolong bantuan psikometri Eiji dan berusaha mencari pelaku . Berhasilkah mereka menangkap pelaku!?"
"puella magi kazumi magica","Kazumi tersadar dalam koper tanpa ingatan tentang siapa dirinya . Kazumi ini terbawa dalam pertarungan melawan monster bersama dengan teman-temannya untuk melindungi dunia. Terus, ini masih dunia Madoka Magica lho, tapi kok banyak yang berbeda ya ?"
"puella magi madoka magica","Madoka Kaname, seorang gadis yang biasa-biasa saja, suatu hari bertemu dengan sesuatu yang ajaib . Apakah ini takdir ? Yang pasti, satu pertemuan ini akan mengubah hidup Madoka selamanya."
"puzzle and dragon","Semenjak bertemu Syrup si naga misterius, petualangan Zet si pemuda berdarah panas pun dimulai! Kalian bisa pakai monster untuk menyerang setelah mengaktifkan drop! Ayo, kalahkan organisasi jahat Paradox di Puzzle Battle!"
"q.e.d iff","*iff Seorang pemahat tewas dibunuh di studio kerjanya yang seharusnya terkunci! Di antara orang-orang terdekat yang memiliki hubungan rumit dengan korban, siapa yang menurut So Toma memiliki nilai `sebanding` dengan si pelaku? *Pada Tahun Mekanika Kuantum Telah ditemukan mumi seorang pemimpin sekte yang hidup 100 tahun lalu . Petunjuk yang tertinggal berasal dari seorang penulis artikel majalah sains yang hidupnya justru terguncang akibat kemajuan sains pada masa tersebut"
"quanta kids","Kisah si Alif yang jenaka, lucu, dan penuh akal"
"radiant","Seth seorang penyihir pemula memulai petualangannya bersama gurunya Alma di desa Pompo Hills . Dikarenakan tekad Seth untuk menjadi penyihir hebat, Alma meminta Seth pergi ke Artemis bertemu dengan mantan gurunya, Yaga, yang merupakan anggota Coven 13 yang paling sakti. Tekad Seth cuma satu: yaitu memburu dan menghancurkan sarang Nemesis yang telah menghancurkan dunia manusia dan penyihir."
"rahasia anak sd","BUAT ANAK SD, BANYAK HAL YANG PERTAMA TERJADI ... Bermacam-macam kesulitan yang tiba-tiba harus dihadapi. Seperti debaran yang tiba-tiba muncul saat bertemu teman sepermainan saat kecil, lalu perubahan yang terjadi di tubuh sendiri... Juga persahabatan yang entah mengapa menjadi begitu rumit... Tak ingin bicara pada siapa pun, tapi rasanya berat sekali menanggung sendirian. Begitulah cerita anak SD..."
"rainbow days","Natsuki si pemimpi, Tomoya si playboy, Keiichi yang selalu ceria dan jujur, serta Tsuyoshi, otaku santai yang tak bisa membaca suasana . Mereka selalu bersama dan setiap hari adalah hari yang menyenangkan. Tapi, saat Tomoya dan Keiichi memperingati Natsuki bahwa pacarnya seorang cewek yang tidak baik, hubungan pertemanan mereka jadi sedikit retak...!! 4 remaja SMA ini akan mengantarmu melewati keseharian yang seru dan penuh warna!!"
"raise the demon","Takana, seorang mahasiswa yang sifatnya aneh, bertemu seorang gadis misterius bernama Alice yang membawanya ke sebuah toko yang juga misterius . Ternyata, toko tersebut, menjual siluman yang disebut kiju. Shioten, sang pemilik toko, menawarkan seekor kiju monyet untuk coba dipelihara Takana. Tapi, setiap hari, kiju itu akan memberi teka-teki yang harus dijawab. Jika ada orang yang memberi jawaban yang salah, orang itu akan dimakan! Sejak saat itulah Takana dan temannya, Reiichi, masuk lebih lagi ke dunia yang dipenuhi kiju!"
"raja setan, ambilin itu dong!","Pahlawan dan para sahabatnya akhirnya berhasil mengalahkan dan menyegel kembali Raja Setan yang legendaris serta mengembalikan kedamaian di dunia . Tapi sebagai harga dari kemenangan itu, Penyihir, salah seorang rekan Pahlawan ikut tersegel bersama Raja Setan dalam Sangkar dimensi lain, dan kini mereka sama-sama tak punya kekuatan sihir. Inilah kisah pencarian jalan keluar, dan penindasan tiada habis dari Penyihir kepada Raja Setan yang tak berdaya."
"real account","Ikatan di dunia maya segalanya buatku . Sebuah game kematian modern telah dimulai dengan latar belakang Real Account, sebuah SNS yang sedang populer di seluruh penjuru negeri! Ataru Kashiwagi dan sepuluh ribu orang lainnya yang kecanduan bermain di dunia maya, mendadak terisap ke dunia Real Account! Mereka terpaksa melakukan game keji yang akan menguji relasi mereka dengan orang lain karena mereka akan mati jika jumlah follower 0 dan jika orang di dunia Real Account mati, seluruh follower-nya ikut mati! Game pertama adalah Diagnosis Follower sesungguhnya! Siapa yang benar-benar menganggapmu penting?"
"red eyes","Cobra yang dipimpin Kapten Schwanz diserang oleh para ksatria berbalut kegelapan! Seperti apa sosok asli kekuatan ular berbisa di medan perang yang mempertaruhkan hidup dan mati ini? Bagaimana nasib Linewitz yang terus dikejar-kejar?"
"red haired snow white","Selesai menyelamatkan Shirayuki, dan terkejut mengetahui identitas panglima kelompok singa gunung, Zen dan rombongannya kembali ke Clarines . Kemudian Shirayuki mulai memikirkan, seberapa dekat dirinya dengan Zen yang seorang pangeran."
"red raven","Saat burung gagak bernyanyi, saatnya seseorang akan mati ... Dunia yang tak stabil, sistem pemerintahan yang lemah, dan para mafia yang memegang kekuasaan daerah. Demi mengurangi jumlah kejahatan para mafia yang tak tersentuh hukum, dibentuklah sebuah sindikat bagi orang-orang terkuat, Red Raven. Di mana mereka akan menghukum tanpa ragu dan pertimbangan..."
"red river","Yuri adalah siswi SMP biasa . Tapi, saat sedang asyik kencan dia tiba-tiba ditarik ke dalam kubangan air. Begitu sadar, Yuri ada di kekaisaran Hittite Kuno. Dia dibawa ke sana melintasi ruang dan waktu sebagai tumbal demi rencana jahat ratu. Saat nyawanya di ujung tombak, Yuri diselamatkan pangeran Kail yang kemudia melindungi Yuri di istananya sebagai selir."
"regarding reincarnated to slime","Mikami Satoru, bujangan, tewas tertikam karena melindungi junior yang sedang memamerkan calon istrinya . Hidupnya di dunia ini berakhir bahkan sebelum mencapai usia 40 tahun. Tapi dia mendapat kesempatan kedua di dunia lain. Hanya saja... dia terlahir kembali sebagai Slime. Ya, makhluk bening, bulat, dan kenyal yang biasa jadi mangsa player level 1."
"restore garage","Menjelang pensiun, tiga sekawan, Matsumura, Umezaki, dan Takeda berniat mewujudkan mimpi lama mereka, yaitu ikut balapan mobil kuno . Dengan semangat itu dan bantuan Yumejiro, mereka akan merestorasi mobil mereka dulu. Apa mereka berhasil mewujudkan mimpi itu?"
"rock lee - full power ninja chronicles","Rock Lee adalah ninja dengan trade mark alis tebal yang punya tujuan jadi ninja hebat sekali pun tidak menguasai ninjutsu! . Bersama dengan Tenten dan Neji yang satu tim dengannya di tim Guy, Rock Lee menjalani hari-hari bersama teman-temannya di desa Konohagakure dengan latihan. Dan hari ini pun Rock Lee berlatih dengan penuh semangat!!"
"rosario vampire","Tsukune bersekolah di sekolah yang hanya bisa dimasuki siluman . Sambil dilindungi oleh Moka, sang vampir, dia bisa melewati kehidupan bersekolahnya dengan damai. Tapi anggota komite keamanan umum sekolah, Kuyo, mempertanyakan jati diri Tsukune yang sebenarnya! Tsukune ditekan untuk memperlihatkan bukti kalau dirinya siluman..."
"rosario vampire ii","Setelah Akademi Youkai dibangun kembali, Tsukune naik ke kelas dua dan mulai menjalani kehidupan sekolah yang baru bersama Moka sang vampir cantik, Kurumu sang succubus, Mizore sang wanita salju, dan Yukari sang penyihir . Inilah season 2 yang dimulai dengan happy life(?) Tsukune yang dikelilingi para siluman cantik jelita!!"
"ruler of the land","Han Bikwang kembali menjadi jagoan nomor satu di dunia persilatan! Kekuatan bawah sadarnya semakin membesar, sementara Hwa Rin masih saja menyalahkan dirinya yang tidak kunjung kuat . Di sisi lain, Cheon Ma Shingun mengirim pasukannya untuk mengawal Han Bikwang."
"saike s repeated days","Saike Kuzushiro siswa kelas tiga SMP pasaran tanpa kemampuan istimewa atau cita-cita . Saike bosan dengan rutinitasnya. Suatu hari, Mikan temannya sejak kecil meninggal dalam kecelakaan. Waktu Saike yang putus asa terjun ke kolam, hari kematian Mikan karena kecelakaan pun kembali berulang. Saike yang merasa wajib menolong Mikan pun berkali-kali mengulang hari ini?"
"sailor moon deluxe","Usagi Tsukino adalah seorang gadis normal sampai ia bertemu dengan Luna, kucing yang bisa bicara, yang mengatakan bahwa dia adalah Sailormoon . Sebagai Sailormoon, Usagi harus berjuang kejahatan dan menegakkan keadilan, dengan kekuatan bulan dan Princess Moon yang misterius. Dia bertemu gadis-gadis lain yang ditugaskan menjadi Sailor Soldier dan mereka bersama-sama melawan kekuatan jahat!"
"saint dragon girl","Momoka, putri seorang ahli bela diri . Suatu hari, muncul Raja Ular, Jao, dari danau. Untuk melawannya dia meminta bantuan Ryuga. Setelah menaklukkan Jao dengan bantuan roh naga, apakah naga akan terus merasuki tubuh Momoka?"
